ExecutableID: 6251995937, From edge: 1, Row number: 1, SubmitTime: 5612587446, Latency to cloud for ExecutableID 6251995937: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 722.8072045226666,delayed_hit: 0, forward_counter: 1, cost: 0.0,cost_counter: 0
ExecutableID: 6251995937, From edge: 1, Row number: 2, SubmitTime: 5615036914, Latency to cloud for ExecutableID 6251995937: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 1445.614409045333,delayed_hit: 0, forward_counter: 2, cost: 3820.5523667626667,cost_counter: 3820.5523667626667
ExecutableID: 6251995937, From edge: 1, Row number: 3, SubmitTime: 5615036968, Latency to cloud for ExecutableID 6251995937: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 2168.421613568,delayed_hit: 0, forward_counter: 3, cost: 0.0,cost_counter: 3820.5523667626667
ExecutableID: 6251995937, From edge: 1, Row number: 4, SubmitTime: 5615037025, Latency to cloud for ExecutableID 6251995937: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 2891.228818090666,delayed_hit: 0, forward_counter: 4, cost: 0.0,cost_counter: 3820.5523667626667
ExecutableID: 6251995937, From edge: 1, Row number: 5, SubmitTime: 5615037079, Latency to cloud for ExecutableID 6251995937: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 3614.0360226133325,delayed_hit: 0, forward_counter: 5, cost: 0.0,cost_counter: 3820.5523667626667
ExecutableID: 6251812952, From edge: 1, Row number: 19, SubmitTime: 5658262979, Latency to cloud for ExecutableID 6251812952: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 4336.843227135999,delayed_hit: 0, forward_counter: 6, cost: 0.0,cost_counter: 3820.5523667626667
ExecutableID: 6251812952, From edge: 1, Row number: 20, SubmitTime: 5667946616, Latency to cloud for ExecutableID 6251812952: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 5059.650431658665,delayed_hit: 0, forward_counter: 7, cost: 11089.784515242667,cost_counter: 14910.336882005333
ExecutableID: 6252019601, From edge: 1, Row number: 58, SubmitTime: 7386795185, Latency to cloud for ExecutableID 6252019601: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 5782.4576361813315,delayed_hit: 0, forward_counter: 8, cost: 0.0,cost_counter: 14910.336882005333
ExecutableID: 6252019601, From edge: 1, Row number: 59, SubmitTime: 7392288662, Latency to cloud for ExecutableID 6252019601: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 6505.264840703998,delayed_hit: 0, forward_counter: 9, cost: 1235.5189254826664,cost_counter: 16145.855807487998
ExecutableID: 6251949326, From edge: 1, Row number: 129, SubmitTime: 7812997358, Latency to cloud for ExecutableID 6251949326: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 7228.072045226664,delayed_hit: 0, forward_counter: 10, cost: 0.0,cost_counter: 16145.855807487998
ExecutableID: 6254196815, From edge: 2, Row number: 4, SubmitTime: 40699497293, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 7467.337515007997,delayed_hit: 0, forward_counter: 11, cost: 0.0,cost_counter: 16145.855807487998
ExecutableID: 6254196815, From edge: 2, Row number: 5, SubmitTime: 40699497295, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 7706.602984789331,delayed_hit: 0, forward_counter: 12, cost: 444.08172270933335,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 6, SubmitTime: 40699497297, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 7945.868454570664,delayed_hit: 0, forward_counter: 13, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 7, SubmitTime: 40699497299, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 8185.133924351997,delayed_hit: 0, forward_counter: 14, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 8, SubmitTime: 40699497301, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 8424.39939413333,delayed_hit: 0, forward_counter: 15, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 9, SubmitTime: 40699497303, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 8663.664863914664,delayed_hit: 0, forward_counter: 16, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 10, SubmitTime: 40699497305, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 8902.930333695998,delayed_hit: 0, forward_counter: 17, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 11, SubmitTime: 40699497307, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 9142.195803477332,delayed_hit: 0, forward_counter: 18, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 12, SubmitTime: 40699497309, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 9381.461273258667,delayed_hit: 0, forward_counter: 19, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 13, SubmitTime: 40699497311, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 9620.72674304,delayed_hit: 0, forward_counter: 20, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 14, SubmitTime: 40699497313, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 9859.992212821335,delayed_hit: 0, forward_counter: 21, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 15, SubmitTime: 40699497315, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 10099.257682602669,delayed_hit: 0, forward_counter: 22, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 16, SubmitTime: 40699497317, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 10338.523152384003,delayed_hit: 0, forward_counter: 23, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 17, SubmitTime: 40699497319, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 10577.788622165337,delayed_hit: 0, forward_counter: 24, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 18, SubmitTime: 40699497321, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 10817.054091946671,delayed_hit: 0, forward_counter: 25, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 19, SubmitTime: 40699497323, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 11056.319561728005,delayed_hit: 0, forward_counter: 26, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 20, SubmitTime: 40699497325, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 11295.58503150934,delayed_hit: 0, forward_counter: 27, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 21, SubmitTime: 40699497327, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 11534.850501290673,delayed_hit: 0, forward_counter: 28, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 22, SubmitTime: 40699497329, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 11774.115971072008,delayed_hit: 0, forward_counter: 29, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 23, SubmitTime: 40699497331, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 12013.381440853342,delayed_hit: 0, forward_counter: 30, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 24, SubmitTime: 40699497333, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 12252.646910634676,delayed_hit: 0, forward_counter: 31, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 25, SubmitTime: 40699497335, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 12491.91238041601,delayed_hit: 0, forward_counter: 32, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 26, SubmitTime: 40699497337, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 12731.177850197344,delayed_hit: 0, forward_counter: 33, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 27, SubmitTime: 40699497339, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 12970.443319978678,delayed_hit: 0, forward_counter: 34, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 28, SubmitTime: 40699497341, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 13209.708789760012,delayed_hit: 0, forward_counter: 35, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 29, SubmitTime: 40699497343, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 13448.974259541346,delayed_hit: 0, forward_counter: 36, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 30, SubmitTime: 40699497345, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 13688.23972932268,delayed_hit: 0, forward_counter: 37, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 31, SubmitTime: 40699497347, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 13927.505199104015,delayed_hit: 0, forward_counter: 38, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 32, SubmitTime: 40699497349, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 14166.770668885349,delayed_hit: 0, forward_counter: 39, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 33, SubmitTime: 40699497351, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 14406.036138666683,delayed_hit: 0, forward_counter: 40, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 34, SubmitTime: 40699497353, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 14645.301608448017,delayed_hit: 0, forward_counter: 41, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 35, SubmitTime: 40699497355, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 14884.567078229351,delayed_hit: 0, forward_counter: 42, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 36, SubmitTime: 40699497357, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 15123.832548010685,delayed_hit: 0, forward_counter: 43, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 37, SubmitTime: 40699497359, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 15363.09801779202,delayed_hit: 0, forward_counter: 44, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 38, SubmitTime: 40699497361, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 15602.363487573353,delayed_hit: 0, forward_counter: 45, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 39, SubmitTime: 40699497363, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 15841.628957354687,delayed_hit: 0, forward_counter: 46, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 40, SubmitTime: 40699497365, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 16080.894427136021,delayed_hit: 0, forward_counter: 47, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 41, SubmitTime: 40699497367, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 16320.159896917356,delayed_hit: 0, forward_counter: 48, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 42, SubmitTime: 40699497369, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 16559.425366698688,delayed_hit: 0, forward_counter: 49, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 43, SubmitTime: 40699497371, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 16798.690836480022,delayed_hit: 0, forward_counter: 50, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 44, SubmitTime: 40699497373, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 17037.956306261356,delayed_hit: 0, forward_counter: 51, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 45, SubmitTime: 40699497375, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 17277.22177604269,delayed_hit: 0, forward_counter: 52, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 46, SubmitTime: 40699497377, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 17516.487245824024,delayed_hit: 0, forward_counter: 53, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 47, SubmitTime: 40699497379, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 17755.75271560536,delayed_hit: 0, forward_counter: 54, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 48, SubmitTime: 40699497381, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 17995.018185386692,delayed_hit: 0, forward_counter: 55, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 49, SubmitTime: 40699497383, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 18234.283655168027,delayed_hit: 0, forward_counter: 56, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 50, SubmitTime: 40699497385, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 18473.54912494936,delayed_hit: 0, forward_counter: 57, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 51, SubmitTime: 40699497387, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 18712.814594730695,delayed_hit: 0, forward_counter: 58, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 52, SubmitTime: 40699497389, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 18952.08006451203,delayed_hit: 0, forward_counter: 59, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 53, SubmitTime: 40699497391, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 19191.345534293363,delayed_hit: 0, forward_counter: 60, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 54, SubmitTime: 40699497393, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 19430.611004074697,delayed_hit: 0, forward_counter: 61, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 55, SubmitTime: 40699497395, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 19669.87647385603,delayed_hit: 0, forward_counter: 62, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 56, SubmitTime: 40699497397, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 19909.141943637365,delayed_hit: 0, forward_counter: 63, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 57, SubmitTime: 40699497399, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 20148.4074134187,delayed_hit: 0, forward_counter: 64, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 58, SubmitTime: 40699497401, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 20387.672883200034,delayed_hit: 0, forward_counter: 65, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 59, SubmitTime: 40699497403, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 20626.938352981368,delayed_hit: 0, forward_counter: 66, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 60, SubmitTime: 40699497405, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 20866.2038227627,delayed_hit: 0, forward_counter: 67, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 61, SubmitTime: 40699497407, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 21105.469292544036,delayed_hit: 0, forward_counter: 68, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 62, SubmitTime: 40699497409, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 21344.73476232537,delayed_hit: 0, forward_counter: 69, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 63, SubmitTime: 40699497411, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 21584.000232106704,delayed_hit: 0, forward_counter: 70, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 64, SubmitTime: 40699497413, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 21823.265701888038,delayed_hit: 0, forward_counter: 71, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 65, SubmitTime: 40699497415, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 22062.531171669372,delayed_hit: 0, forward_counter: 72, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 66, SubmitTime: 40699497417, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 22301.796641450706,delayed_hit: 0, forward_counter: 73, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 67, SubmitTime: 40699497419, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 22541.06211123204,delayed_hit: 0, forward_counter: 74, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 68, SubmitTime: 40699497421, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 22780.327581013375,delayed_hit: 0, forward_counter: 75, cost: 0.0,cost_counter: 16589.93753019733
ExecutableID: 6254196815, From edge: 2, Row number: 69, SubmitTime: 40699497423, Latency to cloud for ExecutableID 6254196815: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 23019.59305079471,delayed_hit: 0, forward_counter: 76, cost: 0.0,cost_counter: 16589.93753019733
