ExecutableID: 6251699911, From edge: 1, Row number: 17, SubmitTime: 5629483815, Latency to cloud for ExecutableID 6251699911: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 722.8072045226666,delayed_hit: 0, forward_counter: 1, cost: 0.0,cost_counter: 0
ExecutableID: 6251904229, From edge: 1, Row number: 22, SubmitTime: 5699457283, Latency to cloud for ExecutableID 6251904229: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 1445.614409045333,delayed_hit: 0, forward_counter: 2, cost: 0.0,cost_counter: 0
ExecutableID: 6251904229, From edge: 1, Row number: 40, SubmitTime: 6160140270, Latency to cloud for ExecutableID 6251904229: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 2168.421613568,delayed_hit: 0, forward_counter: 3, cost: 11089.784515242667,cost_counter: 11089.784515242667
ExecutableID: 6251699911, From edge: 1, Row number: 43, SubmitTime: 6261165520, Latency to cloud for ExecutableID 6251699911: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 2891.228818090666,delayed_hit: 0, forward_counter: 4, cost: 10834.770832042666,cost_counter: 21924.555347285335
ExecutableID: 6251933641, From edge: 1, Row number: 219, SubmitTime: 8510002084, Latency to cloud for ExecutableID 6251933641: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 3614.0360226133325,delayed_hit: 0, forward_counter: 5, cost: 0.0,cost_counter: 21924.555347285335
ExecutableID: 6251933641, From edge: 1, Row number: 222, SubmitTime: 8554704913, Latency to cloud for ExecutableID 6251933641: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 4336.843227135999,delayed_hit: 0, forward_counter: 6, cost: 11089.784515242667,cost_counter: 33014.339862528
ExecutableID: 6254196628, From edge: 2, Row number: 1, SubmitTime: 40695124864, Latency to cloud for ExecutableID 6254196628: 239.26546978133334, , ,Number of cache hits: 0,Total Latency: 4576.108696917332,delayed_hit: 0, forward_counter: 7, cost: 0.0,cost_counter: 33014.339862528
ExecutableID: 6253586110, From edge: 3, Row number: 36, SubmitTime: 30823608067, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 5298.915901439998,delayed_hit: 0, forward_counter: 8, cost: 0.0,cost_counter: 33014.339862528
ExecutableID: 6253586110, From edge: 3, Row number: 37, SubmitTime: 30823608069, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 6021.723105962665,delayed_hit: 0, forward_counter: 9, cost: 0.0,cost_counter: 33014.339862528
ExecutableID: 6253586110, From edge: 3, Row number: 38, SubmitTime: 30823608071, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 6744.530310485331,delayed_hit: 0, forward_counter: 10, cost: 1748.2306464426665,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 39, SubmitTime: 30823608073, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 7467.337515007997,delayed_hit: 0, forward_counter: 11, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 40, SubmitTime: 30823608075, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 8190.144719530664,delayed_hit: 0, forward_counter: 12, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 41, SubmitTime: 30823608077, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 8912.95192405333,delayed_hit: 0, forward_counter: 13, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 42, SubmitTime: 30823608079, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 9635.759128575997,delayed_hit: 0, forward_counter: 14, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 43, SubmitTime: 30823608081, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 10358.566333098664,delayed_hit: 0, forward_counter: 15, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 44, SubmitTime: 30823608083, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 11081.373537621332,delayed_hit: 0, forward_counter: 16, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 45, SubmitTime: 30823608085, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 11804.180742143999,delayed_hit: 0, forward_counter: 17, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 46, SubmitTime: 30823608087, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 12526.987946666666,delayed_hit: 0, forward_counter: 18, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 47, SubmitTime: 30823608089, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 13249.795151189333,delayed_hit: 0, forward_counter: 19, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 48, SubmitTime: 30823608091, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 13972.602355712,delayed_hit: 0, forward_counter: 20, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 49, SubmitTime: 30823608093, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 14695.409560234668,delayed_hit: 0, forward_counter: 21, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 50, SubmitTime: 30823608095, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 15418.216764757335,delayed_hit: 0, forward_counter: 22, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 51, SubmitTime: 30823608097, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 16141.023969280002,delayed_hit: 0, forward_counter: 23, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 52, SubmitTime: 30823608099, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 16863.831173802668,delayed_hit: 0, forward_counter: 24, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 53, SubmitTime: 30823608101, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 17586.638378325333,delayed_hit: 0, forward_counter: 25, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 54, SubmitTime: 30823608103, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 18309.445582848,delayed_hit: 0, forward_counter: 26, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 55, SubmitTime: 30823608105, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 19032.252787370664,delayed_hit: 0, forward_counter: 27, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 56, SubmitTime: 30823608107, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 19755.05999189333,delayed_hit: 0, forward_counter: 28, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 57, SubmitTime: 30823608109, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 20477.867196415995,delayed_hit: 0, forward_counter: 29, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 58, SubmitTime: 30823608111, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 21200.67440093866,delayed_hit: 0, forward_counter: 30, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 59, SubmitTime: 30823608113, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 21923.481605461326,delayed_hit: 0, forward_counter: 31, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 60, SubmitTime: 30823608115, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 22646.28880998399,delayed_hit: 0, forward_counter: 32, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 61, SubmitTime: 30823608117, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 23369.096014506657,delayed_hit: 0, forward_counter: 33, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 62, SubmitTime: 30823608119, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 24091.903219029322,delayed_hit: 0, forward_counter: 34, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 63, SubmitTime: 30823608121, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 24814.710423551987,delayed_hit: 0, forward_counter: 35, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 64, SubmitTime: 30823608123, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 25537.517628074653,delayed_hit: 0, forward_counter: 36, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 65, SubmitTime: 30823608125, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 26260.324832597318,delayed_hit: 0, forward_counter: 37, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 66, SubmitTime: 30823608127, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 26983.132037119984,delayed_hit: 0, forward_counter: 38, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 67, SubmitTime: 30823608129, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 27705.93924164265,delayed_hit: 0, forward_counter: 39, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 68, SubmitTime: 30823608131, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 28428.746446165314,delayed_hit: 0, forward_counter: 40, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 69, SubmitTime: 30823608133, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 29151.55365068798,delayed_hit: 0, forward_counter: 41, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 70, SubmitTime: 30823608135, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 29874.360855210645,delayed_hit: 0, forward_counter: 42, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 71, SubmitTime: 30823608137, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 30597.16805973331,delayed_hit: 0, forward_counter: 43, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 72, SubmitTime: 30823608139, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 31319.975264255976,delayed_hit: 0, forward_counter: 44, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 73, SubmitTime: 30823608141, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 32042.78246877864,delayed_hit: 0, forward_counter: 45, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 74, SubmitTime: 30823608143, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 32765.589673301307,delayed_hit: 0, forward_counter: 46, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 75, SubmitTime: 30823608145, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 33488.39687782397,delayed_hit: 0, forward_counter: 47, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 76, SubmitTime: 30823608147, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 34211.20408234664,delayed_hit: 0, forward_counter: 48, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 77, SubmitTime: 30823608149, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 34934.0112868693,delayed_hit: 0, forward_counter: 49, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 78, SubmitTime: 30823608151, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 35656.81849139197,delayed_hit: 0, forward_counter: 50, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 79, SubmitTime: 30823608153, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 36379.625695914634,delayed_hit: 0, forward_counter: 51, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 80, SubmitTime: 30823608155, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 37102.4329004373,delayed_hit: 0, forward_counter: 52, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 81, SubmitTime: 30823608157, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 37825.240104959965,delayed_hit: 0, forward_counter: 53, cost: 0.0,cost_counter: 34762.57050897067
ExecutableID: 6253586110, From edge: 3, Row number: 82, SubmitTime: 30823608159, Latency to cloud for ExecutableID 6253586110: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 38548.04730948263,delayed_hit: 0, forward_counter: 54, cost: 0.0,cost_counter: 34762.57050897067
