ExecutableID: 6251904229, From edge: 1, Row number: 22, SubmitTime: 5699457283, Latency to cloud for ExecutableID 6251904229: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 722.8072045226666,delayed_hit: 0, forward_counter: 1, cost: 0.0,cost_counter: 0
ExecutableID: 6251904229, From edge: 1, Row number: 40, SubmitTime: 6160140270, Latency to cloud for ExecutableID 6251904229: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 1445.614409045333,delayed_hit: 0, forward_counter: 2, cost: 11089.784515242667,cost_counter: 11089.784515242667
ExecutableID: 6253582679, From edge: 3, Row number: 1, SubmitTime: 30669354116, Latency to cloud for ExecutableID 6253582679: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 2168.421613568,delayed_hit: 0, forward_counter: 3, cost: 0.0,cost_counter: 11089.784515242667
ExecutableID: 6253584359, From edge: 3, Row number: 34, SubmitTime: 30740218773, Latency to cloud for ExecutableID 6253584359: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 2891.228818090666,delayed_hit: 0, forward_counter: 4, cost: 774.0783766186665,cost_counter: 11863.862891861334
ExecutableID: 6252924964, From edge: 4, Row number: 19, SubmitTime: 20661341961, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 3858.9386369706663,delayed_hit: 0, forward_counter: 5, cost: 0.0,cost_counter: 11863.862891861334
ExecutableID: 6252924964, From edge: 4, Row number: 20, SubmitTime: 20661341962, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 4826.648455850666,delayed_hit: 0, forward_counter: 6, cost: 1993.1332607999998,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 21, SubmitTime: 20661341963, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 5794.358274730666,delayed_hit: 0, forward_counter: 7, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 22, SubmitTime: 20661341964, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 6762.068093610666,delayed_hit: 0, forward_counter: 8, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 23, SubmitTime: 20661341965, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 7729.7779124906665,delayed_hit: 0, forward_counter: 9, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 24, SubmitTime: 20661341966, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 8697.487731370666,delayed_hit: 0, forward_counter: 10, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 25, SubmitTime: 20661341967, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 9665.197550250665,delayed_hit: 0, forward_counter: 11, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 26, SubmitTime: 20661341968, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 10632.907369130664,delayed_hit: 0, forward_counter: 12, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 27, SubmitTime: 20661341969, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 11600.617188010663,delayed_hit: 0, forward_counter: 13, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 28, SubmitTime: 20661341970, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 12568.327006890662,delayed_hit: 0, forward_counter: 14, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 29, SubmitTime: 20661341971, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 13536.036825770661,delayed_hit: 0, forward_counter: 15, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 30, SubmitTime: 20661341972, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 14503.74664465066,delayed_hit: 0, forward_counter: 16, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 31, SubmitTime: 20661341973, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 15471.45646353066,delayed_hit: 0, forward_counter: 17, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 32, SubmitTime: 20661341974, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 16439.16628241066,delayed_hit: 0, forward_counter: 18, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6252924964, From edge: 4, Row number: 33, SubmitTime: 20661341975, Latency to cloud for ExecutableID 6252924964: 967.70981888, , ,Number of cache hits: 0,Total Latency: 17406.87610129066,delayed_hit: 0, forward_counter: 19, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6253857959, From edge: 5, Row number: 2, SubmitTime: 35704421350, Latency to cloud for ExecutableID 6253857959: 2418.9613725013332, , ,Number of cache hits: 0,Total Latency: 19825.837473791995,delayed_hit: 0, forward_counter: 20, cost: 0.0,cost_counter: 13856.996152661333
ExecutableID: 6253858094, From edge: 5, Row number: 7, SubmitTime: 35723740649, Latency to cloud for ExecutableID 6253858094: 2418.9613725013332, , ,Number of cache hits: 0,Total Latency: 22244.798846293328,delayed_hit: 0, forward_counter: 21, cost: 2623.777625429333,cost_counter: 16480.77377809067
ExecutableID: 6253858234, From edge: 5, Row number: 8, SubmitTime: 35723742926, Latency to cloud for ExecutableID 6253858234: 2418.9613725013332, , ,Number of cache hits: 0,Total Latency: 24663.76021879466,delayed_hit: 0, forward_counter: 22, cost: 2724.977792341333,cost_counter: 19205.751570432003
ExecutableID: 6253857999, From edge: 5, Row number: 51, SubmitTime: 35770971043, Latency to cloud for ExecutableID 6253857999: 2418.9613725013332, , ,Number of cache hits: 0,Total Latency: 27082.721591295995,delayed_hit: 0, forward_counter: 23, cost: 0.0,cost_counter: 19205.751570432003
ExecutableID: 6252925774, From edge: 4, Row number: 53, SubmitTime: 20675252153, Latency to cloud for ExecutableID 6252925774: 967.70981888, , ,Number of cache hits: 0,Total Latency: 28050.431410175996,delayed_hit: 0, forward_counter: 24, cost: 0.0,cost_counter: 19205.751570432003
ExecutableID: 6252926429, From edge: 4, Row number: 71, SubmitTime: 20700319163, Latency to cloud for ExecutableID 6252926429: 967.70981888, , ,Number of cache hits: 0,Total Latency: 29018.141229055997,delayed_hit: 0, forward_counter: 25, cost: 0.0,cost_counter: 19205.751570432003
ExecutableID: 6253867299, From edge: 5, Row number: 557, SubmitTime: 35859353342, Latency to cloud for ExecutableID 6253867299: 2418.9613725013332, , ,Number of cache hits: 0,Total Latency: 31437.10260155733,delayed_hit: 0, forward_counter: 26, cost: 0.0,cost_counter: 19205.751570432003
ExecutableID: 6253586684, From edge: 3, Row number: 438, SubmitTime: 30823642716, Latency to cloud for ExecutableID 6253586684: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 32159.909806079995,delayed_hit: 0, forward_counter: 27, cost: 0.0,cost_counter: 19205.751570432003
ExecutableID: 6253586699, From edge: 3, Row number: 439, SubmitTime: 30823653159, Latency to cloud for ExecutableID 6253586699: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 32882.71701060266,delayed_hit: 0, forward_counter: 28, cost: 0.0,cost_counter: 19205.751570432003
ExecutableID: 6253587589, From edge: 3, Row number: 444, SubmitTime: 30835861303, Latency to cloud for ExecutableID 6253587589: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 33605.524215125326,delayed_hit: 0, forward_counter: 29, cost: 825.3495487146665,cost_counter: 20031.101119146668
ExecutableID: 6253870674, From edge: 5, Row number: 1112, SubmitTime: 35892403773, Latency to cloud for ExecutableID 6253870674: 2418.9613725013332, , ,Number of cache hits: 0,Total Latency: 36024.48558762666,delayed_hit: 0, forward_counter: 30, cost: 0.0,cost_counter: 20031.101119146668
ExecutableID: 6253867299, From edge: 5, Row number: 1120, SubmitTime: 35937715361, Latency to cloud for ExecutableID 6253867299: 2418.9613725013332, , ,Number of cache hits: 0,Total Latency: 38443.44696012799,delayed_hit: 0, forward_counter: 31, cost: 3444.3848144213334,cost_counter: 23475.485933568
ExecutableID: 6253873044, From edge: 5, Row number: 1173, SubmitTime: 35992674620, Latency to cloud for ExecutableID 6253873044: 2418.9613725013332, , ,Number of cache hits: 0,Total Latency: 40862.408332629326,delayed_hit: 0, forward_counter: 32, cost: 0.0,cost_counter: 23475.485933568
ExecutableID: 6253592254, From edge: 3, Row number: 686, SubmitTime: 30937868645, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 41585.21553715199,delayed_hit: 0, forward_counter: 33, cost: 0.0,cost_counter: 23475.485933568
ExecutableID: 6253592254, From edge: 3, Row number: 687, SubmitTime: 30937868646, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 42308.02274167466,delayed_hit: 0, forward_counter: 34, cost: 927.6234574506666,cost_counter: 24403.10939101867
ExecutableID: 6253592254, From edge: 3, Row number: 688, SubmitTime: 30937868647, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 43030.82994619732,delayed_hit: 0, forward_counter: 35, cost: 0.0,cost_counter: 24403.10939101867
ExecutableID: 6253592254, From edge: 3, Row number: 689, SubmitTime: 30937868648, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 43753.63715071999,delayed_hit: 0, forward_counter: 36, cost: 0.0,cost_counter: 24403.10939101867
ExecutableID: 6253592254, From edge: 3, Row number: 690, SubmitTime: 30937868649, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 44476.44435524265,delayed_hit: 0, forward_counter: 37, cost: 0.0,cost_counter: 24403.10939101867
ExecutableID: 6253592254, From edge: 3, Row number: 691, SubmitTime: 30937868650, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 45199.25155976532,delayed_hit: 0, forward_counter: 38, cost: 0.0,cost_counter: 24403.10939101867
ExecutableID: 6253592254, From edge: 3, Row number: 692, SubmitTime: 30937868651, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 45922.058764287984,delayed_hit: 0, forward_counter: 39, cost: 0.0,cost_counter: 24403.10939101867
ExecutableID: 6253592254, From edge: 3, Row number: 693, SubmitTime: 30937868652, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 46644.86596881065,delayed_hit: 0, forward_counter: 40, cost: 0.0,cost_counter: 24403.10939101867
ExecutableID: 6253592254, From edge: 3, Row number: 694, SubmitTime: 30937868653, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 47367.673173333314,delayed_hit: 0, forward_counter: 41, cost: 0.0,cost_counter: 24403.10939101867
ExecutableID: 6253592254, From edge: 3, Row number: 695, SubmitTime: 30937868654, Latency to cloud for ExecutableID 6253592254: 722.8072045226666, , ,Number of cache hits: 0,Total Latency: 48090.48037785598,delayed_hit: 0, forward_counter: 42, cost: 0.0,cost_counter: 24403.10939101867
